,Complaint ID,Date received,Consumer complaint narrative,Year,Month
87,6030516,2022-09-29,"I recently did an investigation on my credit report which caused severe XXXX upon me and found unverifiable, invalidated, inaccurate, and questionable items that your agency didn't make sure it was reporting 100 % correct. 

In accordance with the Fair Credit Reporting Act, everything has to be 100 % accurate on my credit report and Under 15 U.S. Code 1681e ( b ) and 15 U.S. Code 1681i ( 5 ) these accounts are in violation of not reporting 100 % accurate. 

XXXX XXXX XXXX Account Number : XXXX XXXX XXXX Account Number : XXXX XXXX  Account Number : XXXXXXXX XXXX XXXX XXXX  Account Number : XXXX XXXX XXXX XXXX  Account Number : XXXX Also, In accordance with the Fair Credit Reporting Act, the list of accounts above have violated my federally protected consumer rights privacy and confidentiality under 15 U.S.C. 1681.

15 U.S.C. 1681 Section 602 A. States that I have the right to privacy.

15 U.S.C. 1681 Section 604 A, Section 2 States a consumer reporting agency can not furnish an account without my written instructions.

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reason to believe that the information is inaccurate.

15 U.S.C. 1681c ( a ) ( 5 ) Section states no consumer reporting agency can make any consumer report containing any of the following items of information Any other adverse item of information, other that records of conviction of crimes which antedates the report by more than 7 years.",2022,9
88,5991700,2022-09-17,"I did not authorize nor consent to the following inquires being furnished on my consumer reports. 
XXXX. XX/XX/XXXX XXXX XXXX. XX/XX/XXXX XXXX",2022,9
89,5968761,2022-09-10,"{$200.00} was withdrawn from my account on XX/XX/2022 ( XXXX ) at Truist ( formally BB & T ). My name was on my mother-in-laws account ( I thought for emergency purposes only ). My mother-in-law died on XX/XX/2022. I never had her debit cards or withdrew money from her account. After she died someone used her debit card all over the place according to the bank statement given to me by the bank. I never did. I went the bank and spoke to rep, XXXX XXXX who said I could help my case to get a police report, I submitted a police report number to the bank ( via email ). When my mother-in-law died, I was in the XXXX My wife called the bank but was told she could do nothing. She also took the death certificate to the bank when it was BB & T. We went to the bank and was told it would be given to fraud unit. I called the fraud unit and lady said it was beyond her scope. I'm XXXX and I live off that small amount. I am trying to get my {$200.00} refunded to my account. I never used account XXXX.",2022,9
90,6075709,2022-10-12,"I am very concerned about the items that are being shown on my credit report. Not only are they inaccurate, they are also unjust, because they should not be reporting on my credit report! I ask that you delete these accounts, or I will be filing a legal complaint against you!",2022,10
91,6050178,2022-10-04,"Previously, I received emails from Credit Karma for pre-approved credit cards and when filling out the information and submitting it I was denied due to previous bankruptcy and a hard credit hit was on my account.",2022,10
92,6107159,2022-10-20,XX/XX/2022 tell me why with online banks in this case XXXX you can not speak with a person on the phone you have to wait in a chat line for 30 min trying to get in touch with a person how is this ok when you are dealing with a person money. Money they work hard for and you can not even speak to a person on a phone. How is it that the government is allowing places like XXXX to even be in business. Then I go through the chat system after waiting and XXXX ends her chat with me and does nothing at all to even help. What happens if money is taken from a persons account and they need help they can't get it because you are unable to even speak with a person on the phone and have to wait for 53 people ahead of you to even get help then they just leave the chat when they feel like it. I am going to tell you customer service is the worst and when it comes to a bank this should not be aloud to happen.,2022,10
93,6107264,2022-10-20,Hi I am submitting this XXXX XXXX this isn't any influence and this is not a third party. TransUnion has low and unfair credit number for me in their report. I have complained. The problem has not been resolved. my fico has me at a credit score over XXXXtransunion has me at a score around XXXX. That is a huge difference. transunion paints me as a XXXX. my fico say I have good credit. What the heck is going on here. i have almost no debt and my identity was stolen causing my score to drop n i made this clear for 60 days straight with transunion i spoke to a representative agent name XXXX and XXXX and XXXX from the fraud department I prefer to speak to a us rept but they refused they had me on mute for 4 hours which was hurtful I have a perfect repayment record. I have very low credit utilization. I have three negative credit items outstanding debt now. I have modest but ok income. Social Security. Something is wrong with Transunion. I do not understand why they are abusing consumers .This was a fist step towards attempting resolution. They kept lying telling me they disputed n its not reporting but it keep reporting this inaccurate information without my authorization. They refused or were unable to verify n remove the inquiries and its been 60days n they record the calls n admitted they had my police report n ftc and affidavit That was after attempting to contact Transunion more than 21 times. transunion is an abusive company. They are supposed to be protecting consumers. They need to be reigned in. they are causing me severe XXXX and stopping me from getting this job offer n now im homeless n cant provide to my XXXX year old daughter PLEASE HELP ME PLEASE im depressed now.with no help.,2022,10
94,6103330,2022-10-19,"I understand that XXXX, XXXX and Equifax assumed a vital role in assemble information on me as a federal protected consumer. XXXX, XXXX and Equifax is impeding the banking system. XXXX, XXXX, Equifax is not invested in ensuring that my credit report is fair and accurate 15 USC 1681 ( a ) ( 1 ) ( 2 ) ( 3 ) ( 4 ) ( b ). You ( XXXX, XXXX and Equifax ) are impairing the efficiency of the bank system. I have lost confidence in the system because the system is not vested in ensuring accurate consumer reporting. I didn't give permission to report the following information which puts you ( XXXX, XXXX and Equifax ) in violations. I didn't give you permission to report late payments, charged offs, inquiries, bankruptcy, etc. Please remove these items immediately not later than 4 business days 1681 ( c ) ( 2 ). I never gave consent to E Oscar verification. Agency is not suppose to rely on the information provided by the furnisher of that item when doing an investigation. They have to do a independent investigation of the information being reported. They suppose to conduct personal interviews. They must notify me who they're going to contact to conduct these interviews 15 USC 1692 ( b ). 15 USC 1611- Criminal liability for willful and knowing violation. XXXX has cause intentional infliction of emotional distress, invasion of my privacy, fraud, negligence, breach of duty and conversion ( use of information without permission ). I will like to sue for compensatory damages, punitive damages, injunctive relief and emotional damages.",2022,10
95,6149118,2022-10-31,"I submitted a letter to the XXXX Credit Bureau XX/XX/XXXX to update this suspicious information. I've talked to the bank & they've agreed to remove the account. BUT XXXX has some internal block which they're claiming they can use to not remove the account because they feel they're above the law. When questioned why they're not accepting the dispute letter they claim they have an internal policy ( which is OUTSIDE FCRA laws ) & they're unwilling to explain why they won't accept the dispute letter ( which is a FEDERAL LAW ). So XXXX feels they're above the letter of the law & will not explain their policy... 
As required under Section 609 ( a ) ( 1 ) ( A ) Disclosures to consumers [ 15 U.S.C. 1681g ] ( ( a ) Information on file ; sources ; report recipients. Every XXXX shall, upon request, and subject to 610 ( a ) ( 1 ) [ 1681h ], clearly and accurately disclose to the consumer. If the consumer to whom the file relates requests that the first 5 digits of the social security number ( or similar identification number ) of the consumer not be included in the disclosure and the consumer reporting agency has received appropriate proof of the identity of the requester, the consumer reporting agency shall so truncate such number in such disclosure. & Section 611 ( a ) ( 1 ) ( A ) Procedure in case of disputed accuracy [ 15 U.S.C. 1681i ] ( a ) Reinvestigations of Disputed Information. If the completeness or accuracy of any item of information contained in a my file at TransUnion is disputed by the consumer and the consumer notifies the agency directly, or indirectly through a creditor, the Bureaus shall, free of charge, conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information, or delete the item from my file in accordance with paragraph ( 5 ), before the end of the 30-day period beginning on the date on which the agency receives the notice of the dispute from the consumer or creditor. 
XXXX XXXX Date Opened : XX/XX/XXXX Balance : {$0.00}",2022,10
96,6142571,2022-10-31,"The inquires below are not recognized. I have tried to resolve this matter several times. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",2022,10
97,6088398,2022-10-14,"XX/XX/2022 I the Consumer applied for a mortgage with wellsfargo. I without asking uploaded my paystubs to their portal. WellsFargo used my SSN ( credit card ) to run my credit as well. XXXX XXXX called me and asked me some questions. She asked about my citizenship status and if I pay taxes. I'm not a citizen  I'm XXXX XXXX  which wellsfargo does not have an option for so I selected non citizen. Wellsfargo never asked me to submit any documentation proving that. Their Rep even stated that because I do not pay taxes I can not get a home loan. Which is not true! They discriminated against and DENIED I, the Consumer Credit. Wellsfargo violated 15 US C 168m and 12 cfr 1002 because I Again the Consumer, did an application in good faith, but credit was not issued. Wellsfargo discriminated Against me for not paying taxes and being a non citizen. Please see attached email from XXXX. Wellsfargo has done FRAUDULENT ACTIVITY ( unauthorized use of credit card 15 USC 1602p )",2022,10
98,6071732,2022-10-11,My mortgage loan ( with XXXX XXXX ) disappeared from my credit report- it was being reported previously for the 12 years I've had it. All of a sudden it dropped off my credit report. I contacted my mortgage company and they show my loan and have contacted credit agencies but the loan is still missing from my credit report.,2022,10
99,6085263,2022-10-15,Lost around XXXX dollars from my bank card.,2022,10
100,6233071,2022-11-22,"I just tried to access my Citi Bank Savings account since I received an email saying that the APY was increase on my account to XXXX XXXX. While I was trying to log in i receive a message saying that the account was inactive and that I needed to call a number. I proceeded to call the number and it was respond by a call center in XXXX. They got my info and transfer me to a different department. After doing so, an agent responded by saying that my account was terminated and that they couldn't talk to me anymore and just hung up on me. I tried calling again and requested to talk to a supervisor in the US. They trick me and pass me over to another agent in XXXX that had less of an accent but still was not American and when I caught them on the lie they just told me that they didn't have any employees in the US. Please not that this is a US bank that hold $ XXXX of my money. That person then passed me over to a "" supervisor '' in XXXX and this guy told me that my account was closed and that I should be able to get my money back within XXXX to 60 days. 

This is unacceptable. This is all the cash I have and this people think they can just hold it from me? I need to make a $ XXXX payment on friday that will result on a penalty if I dont and Citi Bank wont even pass me over to US representative to give me a solution or at least an explanation? 

How is it possible that one of the largest banks of North America dont have a single employee in the continental US to address this type of issues that are time sensitive. This has to be illegal one way or the other. I have no issues now or never had any discrepancies or issues with the IRS. I don't have kids so I don't pay child support. The only institutions that can freeze my money is the federal Gobverment and thats no the case.",2022,11
101,6199996,2022-11-15,"Im submitting a complaint to you today to inform you I was the victim of identity theft. I researched on how to remove the fraudulent ITEMS in my report and found that I need to visit FEDERAL TRADE COMMISION or https : //www.ftc.gov to file a report and Per FCRA section 605b Credit Reporting Agencies are required to remove/block any ITEMS listed on an id theft report. Please find the ATTACHED documents to assist in the blocking of the erroneous information which is being posted to my report. 

Here is the list of items which do not belong to me or were opened without my permission. 

XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXX XXXX XXXX XXXX # XXXX XXXX XXXX, CA XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX {$0.00} TRANSUNION : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  According to FCRA XXXXection 605B ( a ) the CREDIT REPORTING AGENCIES shall block any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt.",2022,11
102,6237092,2022-11-24,"I cling to sending plentiful sets of letters to Transunion so the reason of we didn't get it '' doesn't occur but then its like nothing happened. They keep ignoring my requests and let this fraudulent account distress my credit score. They should be complying with the FCRA guideline section 605b but I think they are unmindful about this matter. Im attaching the required FTC Report for you ( which complies with FCRA Section 603 ( q ) ( 4 ) which states ( 4 ) The term "" identity theft report '' has the meaning given that term by rule of the Bureau, and means, at a minimum, a report ( A ) that alleges an identity theft ; ) B ) that is a copy of an official, valid report filed by a consumer with an appropriate Federal, State, or local law enforcement agency, including the United States XXXX XXXX XXXX, or such other government agency deemed appropriate by the Bureau ; and ( C ) the filing of which subjects the person filing the report to criminal penalties relating to the filing of false information if, in fact, the information in the report is false. ) The following report included this language but Transunion is neglecting to process it to the letter of the law. Please see they are held accountable for as this is impacting my life in emotionally, physically & financially... and I would truly not what to pursue a legal remedy... Please DELETE the account ASAP : XXXX XXXX XXXX XXXX",2022,11
103,6224091,2022-11-19,Monterey Financial services pulled my credit without having an SSA 89 from me. they did the same to my wife as well. The SSA 89 is to prevent the misuse of anyone 's social security numbers and is only good for one use and expires after 90 days from date signed and pulling without one on file constitutes as identify theft.,2022,11
104,6163367,2022-11-03,went to a dealership to get a car and dealership ran my credit report with other companies instead of just their company like they told me they were going to do causing me to have all these hard inquiries,2022,11
105,6209569,2022-11-16,I got these inquiries from unknown companies to show up on my credit report.,2022,11
106,6254064,2022-11-29,"In accordance with the fair credit reporting act XXXX  account number XXXX XXXX XXXX {$730.00} reporting amount ( EXPERIAN ), XXXX XXXX {$730.00} reporting amount ( XXXX ) has violated my rights. I do NOT owe such debts. Original creditor ( XXXX XXXX XXXX ) has given verification of {$0.00} debt owed or in collections status. Please remove this debt and incorrect information immediately. 
Statue 15 U.S.C 1681 section 602A states I have the right to privacy.

Statue 15 U.S.C 1681 604A states.. a consumer reporting agency cant furnish a account without written instructions from the consumer.

I am the consumer and I do not give my permission to furnish information on my report at this time.",2022,11
107,6244077,2022-11-28,"In accordance with the fair credit reporting act XXXX XXXX XXXX XXXX XXXX has violated my rights. 
XXXX XXXX XXXX XXXX 15 U.S.C. 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 section 604 A Section : It also states a consumer reporting agency can not furnish a account without my written instructions 15. U.S.C 166b a creditor may not treat a payment on a credit card under an open-end consumer credit plan as late for any purpose",2022,11
108,6233597,2022-11-22,"HI I AM SUBMITTING THIS WITHOUT ANY INFLUENCE AND THIS IS NOT A THIRD PARTY. THE CREDIT BUREAUS STATED MY XXXX WAS PROPERLY INVESTIGATED BUT HOW IS THAT POSSIBLE IF THE OPEN DATE IS INACCURATE, THE DATE LAST ACTIVE IS INACCURATE, AND THE DATE LAST REPORTED IS NOT ACCURATE? THIS GROUND FOR REMOVAL THEY ALSO VIOLATED MY RIGHTS UNDER 15 U.S.C 1681 SECTION 602 A. STATES I HAVE THE RIGHT TO PRIVACY 15 U.S.C 1681 SECTION 604 SECTION 2. IT ALSO STATES A CONSUMER REPORTING AGENCY CAN NOT FURNISH AN ACCOUNT WITHOUT MY WRITTEN INSTRUCTIONS PLEASE SEE LETTERS FOR REFERENCE",2022,11
109,6162569,2022-11-03,"I keep sending mail but I am not getting any responses so I decided to file this complaint. My name is XXXX XXXX and I am the one filing this complaint not some company or not any other third party. I declare under penalty of perjury ( under the laws of the United States, if executed outside of the United States ) that the foregoing is true and correct to the best of my knowledge. Further, I certify that I am permitted by FEDERAL and STATE LAW to file this dispute. I also understand that knowing and willful misstatements or omissions of material facts constitutes a FEDERAL CRIMINAL VIOLATION punishable under 18 U.S.C. 1001. Additionally, these misstatements are punishable as perjury under 18 U.S.C. 1621. The items found within my credit report that I listed on the following pages are not related to any transaction that I made. I am alleging that a person or company- without my authorization- used my personal identifying information to apply for goods, services, or money ; and, was successful in creating some accounts. All is being investigated by the FTC.",2022,11
110,6266033,2022-12-01,"I AM A CONSUMER. This account is reporting fraudulently on my credit report. This company never sent me a XXXX cancellation of debt form for this account which is against consumer law. I want this account to be removed immediately as I will send an affidavit to all parties involved if its not removed. This account is causing me stress, damage, Defamation, and anxiety.",2022,12
111,6287245,2022-12-06,"XXXX XXXX  Credit Card closed one of my credit cards that I havent been using in the last XXXX years which affected my credit score. I have over 14 years of credit history, NEVER late on any payments, no NSFs.Maintained perfect XXXX cs for 14 year. Now all of a sudden it drops to fair. Due to the fact that the bank decided to close my Credit card due to an inactivity and my XXXX XXXX dropped by XXXX points due to that. XXXX points because XXXX bank auto-closed my account ( not me ). 
Please help to restore my excellent XXXX XXXX XXXX as this is unfair. Thank you!",2022,12
112,6304143,2022-12-11,"In accordance with the Fair Credit Reporting Act, XXXX XXXX  XXXX Account XXXX XXXX has violated my rights. 
XXXX XXXX XXXX XXXX Account # XXXX has violated my rights. 
XXXX XXXX XXXX  # XXXX has violated my rights. 
Child Support XXXX XXXX Account # XXXX has violated my rights. 
Child Support XXXX XXXX Account # XXXX has violated my rights. 
XXXX XXXX XXXX Account # XXXX has violated my rights. 

15U.S.C 1681 section 602 A. States I have the right to privacy. 15U.C.S 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions.",2022,12
113,6296003,2022-12-09,"In accordance with the fair credit Reporting act XXXX Account # XXXX, has violated my rights. 
15 USC 1681 Section 602 States I have the right to privacy.

15 USC 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions.

15 USC 1666B : A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for purpose.",2022,12
114,6311060,2022-12-12,"I am being billed for a debt that is not mine. PAM is attempting to collect a {$6.00} bridge toll from me for a vehicle using false licence plates. The vehicle in question did not have XXXX  licence plates. I previously disputed the validity of the debt, and PAM failed to respond with evidence showing that the vehicle was mine or that the licence plate belonged to me.",2022,12
115,6285821,2022-12-07,"As you are no doubt aware, credit reporting laws ensure that bureaus report only accurate and verifiable credit information. I need that you eliminate this late payment on these accounts because they are reported wrong. You should corroborate your information and remove the negative information on these accounts. under Section 609 ( a ) ( 1 ) ( A ) Disclosures to consumers [ 15 U.S.C. 1681g ] ( ( a ) Information on file ; sources ; report recipients. Experian shall, upon request, and subject to 610 ( a ) ( 1 ) [ 1681h ], clearly and accurately disclose to the consumer. If the consumer to whom the file relates requests that the first 5 digits of the social security number ( or similar identification number ) of the consumer not be included in the disclosure and the consumer reporting agency has received appropriate proof of the identity of the requester, the consumer reporting agency shall so truncate such number in such disclosure. & Section 611 ( a ) ( 1 ) ( A ) Procedure in case of disputed accuracy [ 15 U.S.C. 1681i ] ( a ) Reinvestigations of Disputed Information. If the completeness or accuracy of any item of information contained in my file at Experian is disputed by the consumer and the consumer notifies the agency directly, or indirectly through a creditor, the Bureaus shall, free of charge, conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information, or delete the items from my file in accordance with paragraph ( 5 ), before the end of the 30-day period beginning on the date on which the agency receives the notice of the dispute from the consumer or creditor. Please correct or update the accounts below : XXXX XXXX, XXXX UT XXXX, XXXX XXXX XXXX XXXX XXXX",2022,12
116,6295312,2022-12-09,"There is information on my reports which are causing financial harm to me and my family. These accounts are never late & I have sent out dispute to each of the three Credit Bureaus in an attempt to receive update of the following items. 

XXXX XXXX XXXX  Account Number : XXXX XXXX Account Number : XXXX XXXX Account Number : XXXX",2022,12
117,6293577,2022-12-07,"Our mortgage was transferred from XXXX XXXX XXXX to New Rez Finance last month. XXXX XXXX XXXX processed our COVID Forbearance in XXXX and per several conversations and paperwork, the amount ( {$44000.00} ) during the forbearance period would be transferred to the back of the loan. As of XX/XX/XXXX, New Rez took over our mortgage XX/XX/XXXX and XXXX XXXX XXXX did not include the forbearance period amount to the transferred mortgage. Unbeknownst to us, we receive a separate mortgage in the mail by a company called XXXX XXXX service requesting the entire forbearance amount of {$44000.00} dollars without any notification XXXX XXXX XXXX XXXX. Our first mortgage payment to New Rez was submitted on XX/XX/XXXX through bank ACH from XXXX XXXX XXXX XXXX. The payment was processed, cleared and confirmed by XXXX XXXX. Upon logging into my account to make XXXXXXXX XXXX payment, I noticed the XXXX amount was showing not received. I contacted XXXX XXXX and they confirmed there was a tracking number through the treasury, and the payment was received by New Rez on XX/XX/XXXX. XXXX XXXX initiated a dispute for the payment, and I resubmitted another payment to New Rez on XX/XX/XXXX to avoid our credit being impacted. I just logged into the New Rez account and the balance shows we are now owing XXXX and XXXXXXXX XXXX payment. XXXXXXXX XXXX payment was made on the XXXX and withdrawn from our bank account just like the payment made on XX/XX/XXXX. I was purposely waiting for XXXX XXXX  period to process prior to making XXXXXXXX XXXX  payment, but our account shows no credit to the account for the last payment made. I also firmly believe once our mortgage was updated to reflect our XXXX Veteran tax exempt status, XXXX decided to sell our loan; and they were also dishonest in their process regarding the COVID forbearance. I spoke to New Rez on XX/XX/XXXX when I made the payment which was processed over the phone by an agent. I don't know where the payments are going, but I am not comfortable about this entire process with them. I see incompetence from a company who can not even track mortgage payments they are collecting. This is also straining us financially, and not to mention the additional mental anguish. Please investigate these two companies for unfair mortgage practices. Thank you for your time.",2022,12
118,6330253,2022-12-16,"There are multiple hard credit inquiries that recently showed up on my report ( last week ) that I never authorized. 

These unauthorized hard credit inquires include the following XX/XX/XXXX : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  : XXXX XXXX XXXX XXXX XXXX XXXX These hard inquiries were never authorized by me and are adversely impacting my credit score.

Note that I am attaching a screenshot of all my listed inquiries but I am only disputing these 5.",2022,12
119,6288021,2022-12-06,"Wells Fargo took money from my account by withdrawing {$1900.00} without authorization and took an additional {$1900.00} by refusing to deposit into my account those funds that had been taken out of another account. Here are the details... 

I deposited a {$1900.00} rent check on Friday ( XX/XX/22 ) at the Wells Fargo branch located at XXXX XXXX XXXX XXXX, XXXX, FL XXXX. On Saturday ( XX/XX/22 ) I had noticed that the teller did not deposit the check but actually debited the account {$1900.00}! The deposit ticket had the account number of the tenant as though the check was deposited in their account. The tenant sent me proof that the check was not deposited in their account but in fact their account was debited for the amount of the check. 

On Saturday ( XX/XX/22 ) I went to a different Wells Fargo branch located at XXXX XXXX XXXX, XXXX XXXX, FL XXXX and spoke to a teller. The teller initially told me that I needed to go back to the original branch to resolve this issue, but they later reluctantly agreed to submit a claim. I was told it would take up to two weeks for this to be resolved and a credit given to my account. These are funds that belong to me and should have been returned immediately. 

On Monday ( XX/XX/22 ) I went back to the original Wells Fargo branch XXXX XXXX XXXX and spoke to XXXX XXXX. He again refused to resolve the problem and told me that I would have to wait two weeks. 

Today ( XX/XX/22 ) ( after trying to resolve this with two different Wells Fargo branches ) I sent an email to XXXX XXXX at Wells Fargo. I have not received any response from XXXX XXXX or anyone from Wells Fargo.",2022,12
